"","startDateTime","soilTempMean"
"281",2022-01-06 20:00:00,5.65466666666667
"282",2022-01-06 20:30:00,5.66306060606061
"283",2022-01-06 21:00:00,5.67184848484848
"284",2022-01-06 21:30:00,5.68421212121212
"285",2022-01-06 22:00:00,5.70172727272727
"286",2022-01-06 22:30:00,5.72215151515152
"287",2022-01-06 23:00:00,5.74315151515152
"288",2022-01-06 23:30:00,5.75557575757576
"289",2022-01-07 00:00:00,5.76257575757576
"290",2022-01-07 00:30:00,5.76984848484848
"291",2022-01-07 01:00:00,5.77760606060606
"292",2022-01-07 01:30:00,5.78981818181818
"293",2022-01-07 02:00:00,5.80542424242424
"294",2022-01-07 02:30:00,5.8200303030303
"295",2022-01-07 03:00:00,5.83348484848485
"296",2022-01-07 03:30:00,5.84681818181818
"297",2022-01-07 04:00:00,5.86609090909091
"298",2022-01-07 04:30:00,5.88421212121212
"299",2022-01-07 05:00:00,5.90224242424242
"300",2022-01-07 05:30:00,5.92042424242424
"301",2022-01-07 06:00:00,5.92893939393939
"302",2022-01-07 06:30:00,5.93024242424242
"303",2022-01-07 07:00:00,5.93839393939394
"304",2022-01-07 07:30:00,5.95212121212121
"305",2022-01-07 08:00:00,5.97051515151515
"306",2022-01-07 08:30:00,5.99987878787879
"307",2022-01-07 09:00:00,6.03712121212121
"308",2022-01-07 09:30:00,6.06209090909091
"309",2022-01-07 10:00:00,6.08754545454546
"310",2022-01-07 10:30:00,6.11490909090909
"311",2022-01-07 11:00:00,6.13836363636364
"312",2022-01-07 11:30:00,6.15963636363636
"313",2022-01-07 12:00:00,6.1820303030303
"314",2022-01-07 12:30:00,6.2069696969697
"315",2022-01-07 13:00:00,6.24093939393939
"316",2022-01-07 13:30:00,6.26378787878788
"317",2022-01-07 14:00:00,6.28354545454545
"318",2022-01-07 14:30:00,6.306
"319",2022-01-07 15:00:00,6.32709090909091
"320",2022-01-07 15:30:00,6.34518181818182
"321",2022-01-07 16:00:00,6.37154545454545
"322",2022-01-07 16:30:00,6.39648484848485
"323",2022-01-07 17:00:00,6.40915151515151
"324",2022-01-07 17:30:00,6.40242424242424
"325",2022-01-07 18:00:00,6.39342424242424
"326",2022-01-07 18:30:00,6.38354545454545
"327",2022-01-07 19:00:00,6.37284848484848
"328",2022-01-07 19:30:00,6.35948484848485
"329",2022-01-07 20:00:00,6.32539393939394
"330",2022-01-07 20:30:00,6.24784848484849
"331",2022-01-07 21:00:00,6.17381818181818
"332",2022-01-07 21:30:00,6.14915151515152
"333",2022-01-07 22:00:00,6.14721212121212
"334",2022-01-07 22:30:00,6.15878787878788
"335",2022-01-07 23:00:00,6.16906060606061
"336",2022-01-07 23:30:00,6.17018181818182
"337",2022-01-08 00:00:00,6.16227272727273
"338",2022-01-08 00:30:00,6.14966666666667
"339",2022-01-08 01:00:00,6.13606060606061
"340",2022-01-08 01:30:00,6.12515151515152
"341",2022-01-08 02:00:00,6.11527272727273
"342",2022-01-08 02:30:00,6.1039696969697
"343",2022-01-08 03:00:00,6.09457575757576
"344",2022-01-08 03:30:00,6.08257575757576
"345",2022-01-08 04:00:00,6.07012121212121
"346",2022-01-08 04:30:00,6.06351515151515
"347",2022-01-08 05:00:00,6.06390909090909
"348",2022-01-08 05:30:00,6.06660606060606
"349",2022-01-08 06:00:00,6.07166666666667
"350",2022-01-08 06:30:00,6.07809090909091
"351",2022-01-08 07:00:00,6.08484848484848
"352",2022-01-08 07:30:00,6.09209090909091
"353",2022-01-08 08:00:00,6.09960606060606
"354",2022-01-08 08:30:00,6.10666666666667
"355",2022-01-08 09:00:00,6.11484848484849
"356",2022-01-08 09:30:00,6.12660606060606
"357",2022-01-08 10:00:00,6.14112121212121
"358",2022-01-08 10:30:00,6.15572727272727
"359",2022-01-08 11:00:00,6.16975757575758
"360",2022-01-08 11:30:00,6.18233333333333
"361",2022-01-08 12:00:00,6.19493939393939
"362",2022-01-08 12:30:00,6.21236363636364
"363",2022-01-08 13:00:00,6.23424242424242
"364",2022-01-08 13:30:00,6.24724242424242
"365",2022-01-08 14:00:00,6.26006060606061
"366",2022-01-08 14:30:00,6.27590909090909
"367",2022-01-08 15:00:00,6.28487878787879
"368",2022-01-08 15:30:00,6.29118181818182
"369",2022-01-08 16:00:00,6.29615151515152
"370",2022-01-08 16:30:00,6.30136363636364
"371",2022-01-08 17:00:00,6.30306060606061
"372",2022-01-08 17:30:00,6.3010303030303
"373",2022-01-08 18:00:00,6.30912121212121
"374",2022-01-08 18:30:00,6.32375757575758
"375",2022-01-08 19:00:00,6.34875757575758
"376",2022-01-08 19:30:00,6.37627272727273
"377",2022-01-08 20:00:00,6.40063636363636
"378",2022-01-08 20:30:00,6.42069696969697
"379",2022-01-08 21:00:00,6.44566666666667
"380",2022-01-08 21:30:00,6.47109090909091
"381",2022-01-08 22:00:00,6.49151515151515
"382",2022-01-08 22:30:00,6.508
"383",2022-01-08 23:00:00,6.51987878787879
"384",2022-01-08 23:30:00,6.52739393939394
"385",2022-01-09 00:00:00,6.52278787878788
"386",2022-01-09 00:30:00,6.50324242424242
"387",2022-01-09 01:00:00,6.47466666666667
"388",2022-01-09 01:30:00,6.43872727272727
"389",2022-01-09 02:00:00,6.39978787878788
"390",2022-01-09 02:30:00,6.36024242424242
"391",2022-01-09 03:00:00,6.32590909090909
"392",2022-01-09 03:30:00,6.29833333333333
"393",2022-01-09 04:00:00,6.27484848484848
"394",2022-01-09 04:30:00,6.25330303030303
"395",2022-01-09 05:00:00,6.2319696969697
"396",2022-01-09 05:30:00,6.21230303030303
"397",2022-01-09 06:00:00,6.19448484848485
"398",2022-01-09 06:30:00,6.17978787878788
